,Date,Price,Open,High,Low,Change %,USA Inflation
1624,2012-09-21,53.365,54.295,54.295,53.33,-1.66%,1.991282
1625,2012-09-20,54.265,54.295,54.42,54.205,0.44%,1.991282
1626,2012-09-19,54.025,54.025,54.025,54.025,0.22%,1.991282
1627,2012-09-18,53.905,54.015,54.38,53.905,0.04%,1.991282
1628,2012-09-17,53.885,53.765,54.165,53.655,-0.77%,1.991282
1629,2012-09-14,54.305,55.425,55.425,54.295,-1.88%,1.991282
1630,2012-09-13,55.345,55.215,55.485,55.181000000000004,0.24%,1.991282
1631,2012-09-12,55.215,55.345,55.385,55.08,-0.07%,1.991282
1632,2012-09-11,55.255,55.445,55.545,55.255,-0.34%,1.991282
1633,2012-09-10,55.445,55.305,55.48,55.255,0.14%,1.991282
1634,2012-09-07,55.365,55.665,55.665,55.275,-0.54%,1.991282
1635,2012-09-06,55.665,55.91,56.03,55.625,-0.44%,1.991282
1636,2012-09-05,55.91,55.655,55.995,55.655,0.53%,1.991282
1637,2012-09-04,55.615,55.535,55.705,55.365,0.14%,1.991282
1638,2012-09-03,55.535,55.528,55.595,55.405,0.02%,1.991282
1639,2012-08-31,55.525,55.635,55.78,55.52,-0.20%,1.692379
1640,2012-08-30,55.635,55.63,55.755,55.575,-0.13%,1.692379
1641,2012-08-29,55.705,55.67,55.781000000000006,55.574,0.07%,1.692379
1642,2012-08-28,55.665,55.695,55.895,55.623000000000005,-0.05%,1.692379
1643,2012-08-27,55.695,55.42,55.725,55.345,0.34%,1.692379
1644,2012-08-24,55.505,55.265,55.555,55.183,0.43%,1.692379
1645,2012-08-23,55.265,55.49,55.49,55.12,-0.42%,1.692379
1646,2012-08-22,55.5,55.365,55.555,55.315,0.34%,1.692379
1647,2012-08-21,55.31,55.67,55.67,55.31,-0.35%,1.692379
1648,2012-08-20,55.505,55.655,55.675,55.505,-0.41%,1.692379
1649,2012-08-17,55.735,55.625,55.785,55.61,0.20%,1.692379
1650,2012-08-16,55.625,55.655,56.04,55.625,0.17%,1.692379
1651,2012-08-15,55.53,55.66,55.66,55.53,-0.14%,1.692379
1652,2012-08-14,55.61,55.35,55.785,55.35,0.48%,1.692379
1653,2012-08-13,55.345,55.341,55.48,55.188,0.11%,1.692379
1654,2012-08-10,55.285,55.275,55.475,55.145,0.19%,1.692379
1655,2012-08-09,55.18,55.43,55.43,55.055,-0.19%,1.692379
1656,2012-08-08,55.285,55.07,55.425,54.96,0.39%,1.692379
1657,2012-08-07,55.07,55.525,55.525,55.065,-0.82%,1.692379
1658,2012-08-06,55.525,55.485,55.655,55.233999999999995,-0.41%,1.692379
1659,2012-08-03,55.755,55.845,56.2,55.725,-0.16%,1.692379
1660,2012-08-02,55.845,55.475,55.9,55.475,0.67%,1.692379
1661,2012-08-01,55.475,55.655,55.755,55.425,-0.15%,1.692379
1662,2012-07-31,55.56,55.595,55.865,55.41,0.22%,1.4084510000000001
1663,2012-07-30,55.44,55.25,55.62,55.14,0.33%,1.4084510000000001
1664,2012-07-27,55.255,55.535,55.635,55.245,-0.44%,1.4084510000000001
1665,2012-07-26,55.5,56.17,56.17,55.41,-0.94%,1.4084510000000001
1666,2012-07-25,56.025,56.125,56.445,56.025,-0.28%,1.4084510000000001
1667,2012-07-24,56.18,55.975,56.23,55.905,0.45%,1.4084510000000001
1668,2012-07-23,55.93,55.31,55.985,55.23,1.09%,1.4084510000000001
1669,2012-07-20,55.325,55.125,55.335,55.045,0.27%,1.4084510000000001
1670,2012-07-19,55.175,55.265,55.455,55.115,-0.26%,1.4084510000000001
1671,2012-07-18,55.32,55.11,55.555,54.96,0.51%,1.4084510000000001
1672,2012-07-17,55.04,55.03,55.22,54.81,-0.03%,1.4084510000000001
1673,2012-07-16,55.055,54.905,55.375,54.766999999999996,-0.16%,1.4084510000000001
1674,2012-07-13,55.145,55.935,55.935,55.105,-1.24%,1.4084510000000001
1675,2012-07-12,55.84,55.63,55.96,55.45,0.56%,1.4084510000000001
1676,2012-07-11,55.53,55.4,55.735,55.255,0.24%,1.4084510000000001
1677,2012-07-10,55.395,55.825,55.945,55.335,-0.81%,1.4084510000000001
1678,2012-07-09,55.85,55.933,56.08,55.818000000000005,0.79%,1.4084510000000001
1679,2012-07-06,55.41,54.95,55.65,54.95,0.81%,1.4084510000000001
1680,2012-07-05,54.965,54.495,55.235,54.435,0.77%,1.4084510000000001
1681,2012-07-04,54.545,54.375,54.865,54.185,0.60%,1.4084510000000001
1682,2012-07-03,54.22,55.44,55.45,54.22,-2.11%,1.4084510000000001
1683,2012-07-02,55.39,55.49,55.92,55.39,-0.22%,1.4084510000000001
1684,2012-06-29,55.51,56.81,56.81,55.51,-2.31%,1.663994
1685,2012-06-28,56.825,56.985,57.115,56.765,-0.11%,1.663994
1686,2012-06-27,56.89,57.01,57.25,56.83,-0.13%,1.663994
1687,2012-06-26,56.965,57.015,57.205,56.835,0.00%,1.663994
1688,2012-06-25,56.965,56.725,57.135,56.38,-0.28%,1.663994
1689,2012-06-22,57.125,56.305,57.33,56.205,1.54%,1.663994
1690,2012-06-21,56.26,56.16,56.565,56.11,0.20%,1.663994
1691,2012-06-20,56.15,55.96,56.25,55.79,0.47%,1.663994
1692,2012-06-19,55.885,55.92,56.135,55.795,0.10%,1.663994
1693,2012-06-18,55.83,55.33,56.035,55.27,0.79%,1.663994
1694,2012-06-15,55.395,55.805,55.805,55.35,-0.57%,1.663994
1695,2012-06-14,55.71,55.685,55.89,55.62,0.25%,1.663994
1696,2012-06-13,55.57,55.805,55.93,55.52,-0.42%,1.663994
1697,2012-06-12,55.805,55.74,56.075,55.655,0.19%,1.663994
1698,2012-06-11,55.7,55.13,55.825,55.02,0.50%,1.663994
1699,2012-06-08,55.425,54.945,55.66,54.945,0.84%,1.663994
1700,2012-06-07,54.965,55.37,55.37,54.835,-0.55%,1.663994
1701,2012-06-06,55.27,55.645,55.645,55.27,-0.50%,1.663994
1702,2012-06-05,55.55,55.655,55.92,55.28,-0.19%,1.663994
1703,2012-06-04,55.655,55.505,55.68,55.251999999999995,0.20%,1.663994
1704,2012-06-01,55.545,56.085,56.29,55.45,-0.88%,1.663994
1705,2012-05-31,56.04,56.235,56.53,55.74,-0.18%,1.7042540000000002
1706,2012-05-30,56.14,55.675,56.25,55.675,0.93%,1.7042540000000002
1707,2012-05-29,55.62,55.19,55.89,55.11,0.78%,1.7042540000000002
1708,2012-05-28,55.19,55.295,55.37,55.015,-0.33%,1.7042540000000002
1709,2012-05-25,55.375,55.655,56.09,55.24,-0.33%,1.7042540000000002
1710,2012-05-24,55.56,56.0,56.391999999999996,55.56,-0.71%,1.7042540000000002
1711,2012-05-23,55.96,55.395,56.225,55.26,1.11%,1.7042540000000002
1712,2012-05-22,55.345,55.035,55.47,54.725,0.66%,1.7042540000000002
1713,2012-05-21,54.98,54.46,55.06,54.44,1.02%,1.7042540000000002
1714,2012-05-18,54.425,54.475,54.915,54.325,0.12%,1.7042540000000002
1715,2012-05-17,54.36,54.5,54.59,54.21,0.03%,1.7042540000000002
1716,2012-05-16,54.345,53.795,54.52,53.735,1.02%,1.7042540000000002
1717,2012-05-15,53.795,53.965,54.12,53.585,-0.24%,1.7042540000000002
1718,2012-05-14,53.925,53.665,53.975,53.535,0.54%,1.7042540000000002
1719,2012-05-11,53.635,53.225,53.695,53.155,0.70%,1.7042540000000002
1720,2012-05-10,53.26,53.83,53.92,52.955,-0.92%,1.7042540000000002
1721,2012-05-09,53.755,53.125,53.885,53.105,1.19%,1.7042540000000002
1722,2012-05-08,53.125,52.91,53.32,52.675,0.53%,1.7042540000000002
1723,2012-05-07,52.845,53.425,53.775,52.825,-1.18%,1.7042540000000002
1724,2012-05-04,53.475,53.415,53.925,53.325,0.26%,1.7042540000000002
1725,2012-05-03,53.335,52.965,53.475,52.845,0.66%,1.7042540000000002
1726,2012-05-02,52.985,52.6,53.035,52.495,0.91%,1.7042540000000002
1727,2012-05-01,52.505,52.735,52.735,52.505,-0.30%,1.7042540000000002
1728,2012-04-30,52.665,52.525,52.755,52.405,0.23%,2.30274
1729,2012-04-27,52.545,52.355,52.73,52.265,0.26%,2.30274
1730,2012-04-26,52.41,52.55,52.66,52.365,-0.10%,2.30274
1731,2012-04-25,52.46,52.685,52.755,52.45,-0.25%,2.30274
1732,2012-04-24,52.59,52.51,52.875,52.33,0.39%,2.30274
1733,2012-04-23,52.385,52.09,52.585,51.945,0.60%,2.30274
1734,2012-04-20,52.075,52.145,52.205,51.955,-0.02%,2.30274
1735,2012-04-19,52.085,51.805,52.18,51.625,0.69%,2.30274
1736,2012-04-18,51.73,51.48,51.84,51.345,0.65%,2.30274
1737,2012-04-17,51.395,51.685,51.685,51.395,-0.43%,2.30274
1738,2012-04-16,51.615,51.54,51.735,51.345,0.13%,2.30274
1739,2012-04-13,51.55,51.21,51.58,51.17,0.61%,2.30274
1740,2012-04-12,51.235,51.435,51.61,51.225,-0.45%,2.30274
1741,2012-04-11,51.465,51.49,51.655,51.275,-0.04%,2.30274
1742,2012-04-10,51.485,51.155,51.495,51.055,0.57%,2.30274
1743,2012-04-09,51.195,51.155,51.413000000000004,51.035,0.16%,2.30274
1744,2012-04-06,51.115,51.115,51.155,51.005,0.15%,2.30274
1745,2012-04-05,51.04,51.12,51.17,50.97,-0.02%,2.30274
1746,2012-04-04,51.05,50.82,51.24,50.81,0.97%,2.30274
1747,2012-04-03,50.56,50.88,50.88,50.519,-0.47%,2.30274
1748,2012-04-02,50.8,50.85,50.93,50.79,-0.15%,2.30274
1749,2012-03-30,50.875,51.405,51.405,50.805,-0.92%,2.651398
1750,2012-03-29,51.345,50.79,51.425,50.745,1.11%,2.651398
1751,2012-03-28,50.78,50.685,51.025,50.595,0.22%,2.651398
1752,2012-03-27,50.67,51.032,51.16,50.57,-0.71%,2.651398
1753,2012-03-26,51.03,51.18,51.495,51.03,-0.28%,2.651398
1754,2012-03-23,51.175,51.175,51.245,51.075,-0.23%,2.651398
1755,2012-03-22,51.295,50.675,51.305,50.525,1.30%,2.651398
1756,2012-03-21,50.635,50.405,50.695,50.315,0.20%,2.651398
1757,2012-03-20,50.535,50.245,50.535,50.165,0.72%,2.651398
1758,2012-03-19,50.175,50.185,50.275,50.082,0.07%,2.651398
1759,2012-03-16,50.14,50.39,50.445,50.12,-0.31%,2.651398
1760,2012-03-15,50.295,49.925,50.505,49.925,0.73%,2.651398
1761,2012-03-14,49.93,49.93,50.03,49.8,0.15%,2.651398
1762,2012-03-13,49.855,49.985,50.03,49.805,-0.24%,2.651398
1763,2012-03-12,49.975,49.73,50.045,49.73,0.43%,2.651398
1764,2012-03-09,49.76,50.05,50.085,49.76,-0.64%,2.651398
1765,2012-03-08,50.08,50.29,50.305,50.08,-0.40%,2.651398
1766,2012-03-07,50.28,50.37,50.762,50.24,-0.17%,2.651398
1767,2012-03-06,50.365,49.84,50.39,49.665,1.07%,2.651398
1768,2012-03-05,49.83,49.522,49.96,49.48,0.62%,2.651398
1769,2012-03-02,49.525,49.185,49.605,49.165,0.60%,2.651398
1770,2012-03-01,49.23,49.015,49.265,49.015,0.24%,2.651398
1771,2012-02-29,49.11,49.08,49.11,48.83,0.29%,2.871099
1772,2012-02-28,48.97,49.23,49.239,48.96,-0.41%,2.871099
1773,2012-02-27,49.17,49.01,49.31,48.9,0.32%,2.871099
1774,2012-02-24,49.015,49.205,49.205,48.94,-0.17%,2.871099
1775,2012-02-23,49.1,49.23,49.33,49.1,-0.14%,2.871099
1776,2012-02-22,49.17,49.315,49.315,49.13,-0.11%,2.871099
1777,2012-02-21,49.225,49.22,49.335,49.065,0.14%,2.871099
1778,2012-02-20,49.155,49.335,49.335,49.115,-0.34%,2.871099
1779,2012-02-17,49.325,49.3,49.365,49.145,0.07%,2.871099
1780,2012-02-16,49.29,49.295,49.44,49.29,-0.19%,2.871099
1781,2012-02-15,49.385,49.375,49.415,49.195,-0.21%,2.871099
1782,2012-02-14,49.49,49.2,49.49,49.1,0.69%,2.871099
1783,2012-02-13,49.15,49.36,49.55,49.13,-0.43%,2.871099
1784,2012-02-10,49.36,49.5,49.77,49.35,-0.17%,2.871099
1785,2012-02-09,49.445,49.155,49.525,49.055,0.75%,2.871099
1786,2012-02-08,49.075,49.215,49.265,48.965,-0.10%,2.871099
1787,2012-02-07,49.125,49.07,49.255,48.83,0.13%,2.871099
1788,2012-02-06,49.06,48.605,49.145,48.605,0.93%,2.871099
1789,2012-02-03,48.61,49.03,49.2,48.61,-0.87%,2.871099
1790,2012-02-02,49.035,49.135,49.27,48.96,-0.21%,2.871099
1791,2012-02-01,49.14,49.51,49.675,49.08,-0.76%,2.871099
1792,2012-01-31,49.515,49.615,49.755,49.335,-0.17%,2.925217
1793,2012-01-30,49.6,49.36,49.815,49.242,0.42%,2.925217
1794,2012-01-27,49.395,49.425,49.825,49.305,-0.07%,2.925217
1795,2012-01-26,49.43,50.0,50.0,49.43,-1.16%,2.925217
1796,2012-01-25,50.01,50.01,50.255,49.87,0.01%,2.925217
1797,2012-01-24,50.005,49.965,50.185,49.915,0.07%,2.925217
1798,2012-01-23,49.97,50.42,50.42,49.97,-0.52%,2.925217
1799,2012-01-20,50.23,50.3,50.49,50.14,0.16%,2.925217
1800,2012-01-19,50.15,50.31,50.465,50.08,-0.32%,2.925217
1801,2012-01-18,50.31,50.78,50.875,50.31,-0.96%,2.925217
1802,2012-01-17,50.8,51.34,51.34,50.64,-1.10%,2.925217
1803,2012-01-16,51.365,51.437,51.8,51.365,-0.15%,2.925217
1804,2012-01-13,51.44,51.49,51.595,51.31,-0.16%,2.925217
1805,2012-01-12,51.52,51.87,51.935,51.52,-0.51%,2.925217
1806,2012-01-11,51.785,51.647,51.915,51.53,0.36%,2.925217
1807,2012-01-10,51.6,52.402,52.51,51.6,-1.53%,2.925217
1808,2012-01-09,52.4,52.681999999999995,52.885,52.4,-0.53%,2.925217
1809,2012-01-06,52.68,52.872,52.99,52.68,-0.36%,2.925217
1810,2012-01-05,52.87,53.02,53.06,52.615,0.02%,2.925217
1811,2012-01-04,52.86,53.1,53.21,52.86,-0.45%,2.925217
1812,2012-01-03,53.1,53.195,53.3,53.1,-0.38%,2.925217
1813,2012-01-02,53.305,53.26,53.345,53.115,0.55%,2.925217
1814,2011-12-30,53.015,53.005,53.365,52.905,0.02%,2.9624189999999997
1815,2011-12-29,53.005,52.885,53.495,52.885,0.22%,2.9624189999999997
1816,2011-12-28,52.89,53.03,53.445,52.86,-0.06%,2.9624189999999997
1817,2011-12-27,52.92,52.815,53.13,52.76,0.38%,2.9624189999999997
1818,2011-12-26,52.72,52.78,52.94,52.67,-0.13%,2.9624189999999997
1819,2011-12-23,52.79,52.74,52.98,52.64,0.43%,2.9624189999999997
1820,2011-12-22,52.565,52.505,52.865,52.425,0.31%,2.9624189999999997
1821,2011-12-21,52.4,52.88,52.88,52.4,-0.70%,2.9624189999999997
1822,2011-12-20,52.77,52.79,53.1,52.65,0.13%,2.9624189999999997
1823,2011-12-19,52.7,52.48,53.25,52.42,0.38%,2.9624189999999997
1824,2011-12-16,52.5,53.65,53.65,52.21,-1.91%,2.9624189999999997
1825,2011-12-15,53.52,53.71,54.33,53.52,-0.17%,2.9624189999999997
1826,2011-12-14,53.61,53.23,53.89,53.15,0.96%,2.9624189999999997
1827,2011-12-13,53.1,52.59,53.525,52.56,0.94%,2.9624189999999997
1828,2011-12-12,52.605,52.175,52.855,52.125,1.41%,2.9624189999999997
1829,2011-12-09,51.875,51.755,52.355,51.665,0.32%,2.9624189999999997
1830,2011-12-08,51.71,51.725,51.915,51.54,0.15%,2.9624189999999997
1831,2011-12-07,51.63,51.22,51.728,51.21,0.76%,2.9624189999999997
1832,2011-12-06,51.24,51.417,51.417,51.24,-0.04%,2.9624189999999997
1833,2011-12-05,51.26,51.07,51.472,50.95,0.29%,2.9624189999999997
1834,2011-12-02,51.11,51.47,51.605,51.11,-0.51%,2.9624189999999997
1835,2011-12-01,51.37,52.1,52.21,51.37,-1.46%,2.9624189999999997
1836,2011-11-30,52.13,52.03,52.435,51.84,0.42%,3.3943779999999997
1837,2011-11-29,51.91,51.965,52.13,51.86,-0.10%,3.3943779999999997
1838,2011-11-28,51.96,52.13,52.145,51.87,-0.35%,3.3943779999999997
1839,2011-11-25,52.14,52.075,52.46,51.96,0.13%,3.3943779999999997
1840,2011-11-24,52.07,52.365,52.365,52.025,-0.33%,3.3943779999999997
1841,2011-11-23,52.24,52.45,52.515,51.82,-0.48%,3.3943779999999997
1842,2011-11-22,52.49,52.17,52.735,52.02,0.82%,3.3943779999999997
1843,2011-11-21,52.065,51.175,52.215,51.095,1.62%,3.3943779999999997
1844,2011-11-18,51.235,50.885,51.405,50.735,0.55%,3.3943779999999997
1845,2011-11-17,50.955,50.745,50.955,50.595,0.40%,3.3943779999999997
1846,2011-11-16,50.75,50.67,50.97,50.57,0.24%,3.3943779999999997
1847,2011-11-15,50.63,50.295,50.745,50.18,0.45%,3.3943779999999997
1848,2011-11-14,50.405,49.965,50.43,49.865,0.80%,3.3943779999999997
1849,2011-11-11,50.005,50.37,50.37,49.975,0.04%,3.3943779999999997
1850,2011-11-10,49.985,50.18,50.18,49.985,-0.15%,3.3943779999999997
1851,2011-11-09,50.06,49.35,50.19,49.22,1.52%,3.3943779999999997
1852,2011-11-08,49.31,49.13,49.52,49.13,0.74%,3.3943779999999997
1853,2011-11-07,48.95,49.11,49.11,48.94,-0.10%,3.3943779999999997
1854,2011-11-04,49.0,49.05,49.29,48.98,-0.30%,3.3943779999999997
1855,2011-11-03,49.145,49.175,49.562,48.975,-0.08%,3.3943779999999997
1856,2011-11-02,49.185,49.205,49.43,49.105,-0.18%,3.3943779999999997
1857,2011-11-01,49.275,48.595,49.385,48.595,1.19%,3.3943779999999997
1858,2011-10-31,48.695,48.755,48.91,48.535,0.15%,3.5252
1859,2011-10-28,48.62,48.93,48.94,48.62,-0.79%,3.5252
1860,2011-10-27,49.005,49.425,49.505,49.005,-1.01%,3.5252
1861,2011-10-26,49.505,49.405,49.505,49.345,0.00%,3.5252
1862,2011-10-25,49.505,49.745,49.77,49.385,-0.64%,3.5252
1863,2011-10-24,49.825,49.805,50.015,49.725,-0.05%,3.5252
1864,2011-10-21,49.85,49.72,50.33,49.65,0.09%,3.5252
1865,2011-10-20,49.806999999999995,49.086999999999996,49.898,49.028,1.32%,3.5252
1866,2011-10-19,49.16,49.215,49.25,49.095,-0.27%,3.5252
1867,2011-10-18,49.295,48.885,49.395,48.845,0.69%,3.5252
1868,2011-10-17,48.955,48.935,49.035,48.685,-0.13%,3.5252
1869,2011-10-14,49.02,49.06,49.225,48.9,-0.21%,3.5252
1870,2011-10-13,49.125,48.965,49.235,48.805,0.35%,3.5252
1871,2011-10-12,48.955,49.235,49.48,48.895,-0.78%,3.5252
1872,2011-10-11,49.34,48.885,49.4,48.755,0.75%,3.5252
1873,2011-10-10,48.975,49.015,49.145,48.815,-0.13%,3.5252
1874,2011-10-07,49.04,49.11,49.23,48.9,-0.22%,3.5252
1875,2011-10-06,49.15,49.25,49.26,49.14,-0.40%,3.5252
1876,2011-10-05,49.345,49.305,49.522,49.12,-0.12%,3.5252
1877,2011-10-04,49.405,49.065,49.475,49.065,0.51%,3.5252
1878,2011-10-03,49.155,48.965,49.575,48.915,0.28%,3.5252
1879,2011-09-30,49.02,49.04,49.23,48.84,0.09%,3.868357
1880,2011-09-29,48.975,48.995,49.165,48.855,-0.24%,3.868357
1881,2011-09-28,49.095,48.975,49.22,48.655,0.37%,3.868357
1882,2011-09-27,48.915,49.365,49.365,48.795,-1.08%,3.868357
1883,2011-09-26,49.45,49.345,49.78,49.245,0.20%,3.868357
1884,2011-09-23,49.35,49.65,49.895,49.045,-0.45%,3.868357
1885,2011-09-22,49.575,48.255,49.585,48.175,2.58%,3.868357
1886,2011-09-21,48.33,47.97,48.4,47.84,0.57%,3.868357
1887,2011-09-20,48.055,47.685,48.248000000000005,47.645,0.51%,3.868357
1888,2011-09-19,47.81,47.33,47.845,47.25,1.01%,3.868357
1889,2011-09-16,47.33,47.47,47.525,47.17,-0.50%,3.868357
1890,2011-09-15,47.57,47.55,47.927,47.45,-0.16%,3.868357
1891,2011-09-14,47.645,47.485,48.005,47.365,0.11%,3.868357
1892,2011-09-13,47.595,47.135,47.66,46.965,0.78%,3.868357
1893,2011-09-12,47.225,46.445,47.235,46.345,1.58%,3.868357
1894,2011-09-09,46.49,46.105,46.67,46.06,0.65%,3.868357
1895,2011-09-08,46.19,46.055,46.275,45.945,0.05%,3.868357
1896,2011-09-07,46.165,46.005,46.19,45.905,0.11%,3.868357
1897,2011-09-06,46.115,45.895,46.155,45.815,0.27%,3.868357
1898,2011-09-05,45.992,45.755,46.025,45.655,0.45%,3.868357
1899,2011-09-02,45.785,45.655,45.995,45.655,0.25%,3.868357
1900,2011-09-01,45.67,45.75,45.76,45.67,-0.28%,3.868357
1901,2011-08-31,45.8,45.99,45.99,45.8,-0.63%,3.771208
1902,2011-08-30,46.09,45.955,46.145,45.9,0.08%,3.771208
1903,2011-08-29,46.055,46.055,46.075,45.77,-0.23%,3.771208
1904,2011-08-26,46.16,45.96,46.19,45.88,0.25%,3.771208
1905,2011-08-25,46.045,45.895,46.22,45.805,0.11%,3.771208
1906,2011-08-24,45.995,45.535,46.045,45.495,0.81%,3.771208
1907,2011-08-23,45.625,45.665,45.758,45.525,0.12%,3.771208
1908,2011-08-22,45.57,45.755,46.095,45.57,-0.22%,3.771208
1909,2011-08-19,45.67,45.65,45.755,45.59,-0.16%,3.771208
1910,2011-08-18,45.745,45.305,45.751999999999995,45.235,0.74%,3.771208
1911,2011-08-17,45.41,45.255,45.46,45.135,0.06%,3.771208
1912,2011-08-16,45.385,45.245,45.39,45.105,0.09%,3.771208
1913,2011-08-15,45.345,45.295,45.346000000000004,45.185,-0.12%,3.771208
1914,2011-08-12,45.4,45.32,45.46,45.19,-0.03%,3.771208
1915,2011-08-11,45.415,45.175,45.455,45.165,0.35%,3.771208
1916,2011-08-10,45.255,45.105,45.355,44.95,0.10%,3.771208
1917,2011-08-09,45.21,44.905,45.395,44.905,0.53%,3.771208
1918,2011-08-08,44.97,44.645,45.065,44.575,0.56%,3.771208
1919,2011-08-05,44.72,44.46,44.855,44.43,0.39%,3.771208
1920,2011-08-04,44.545,44.245,44.58,44.165,0.52%,3.771208
1921,2011-08-03,44.315,44.185,44.41,44.155,0.17%,3.771208
1922,2011-08-02,44.24,44.01,44.34,43.97,0.39%,3.771208
1923,2011-08-01,44.07,44.105,44.108000000000004,43.995,-0.32%,3.771208
1924,2011-07-29,44.21,44.02,44.25,43.96,0.29%,3.6287160000000003
1925,2011-07-28,44.08,44.025,44.177,43.985,-0.01%,3.6287160000000003
1926,2011-07-27,44.085,44.125,44.175,43.855,-0.22%,3.6287160000000003
1927,2011-07-26,44.18,44.345,44.345,44.085,-0.50%,3.6287160000000003
1928,2011-07-25,44.4,44.275,44.442,44.245,0.11%,3.6287160000000003
1929,2011-07-22,44.35,44.36,44.417,44.27,-0.12%,3.6287160000000003
1930,2011-07-21,44.405,44.405,44.532,44.335,-0.10%,3.6287160000000003
1931,2011-07-20,44.45,44.425,44.505,44.365,-0.10%,3.6287160000000003
1932,2011-07-19,44.495,44.51,44.605,44.44,-0.17%,3.6287160000000003
1933,2011-07-18,44.57,44.44,44.67,44.39,0.12%,3.6287160000000003
1934,2011-07-15,44.515,44.455,44.59,44.405,0.02%,3.6287160000000003
1935,2011-07-14,44.505,44.44,44.57,44.43,-0.04%,3.6287160000000003
1936,2011-07-13,44.525,44.585,44.63,44.515,-0.40%,3.6287160000000003
1937,2011-07-12,44.705,44.45,44.77,44.4,0.49%,3.6287160000000003
1938,2011-07-11,44.485,44.345,44.498000000000005,44.295,0.24%,3.6287160000000003
1939,2011-07-08,44.38,44.25,44.42,44.2,0.23%,3.6287160000000003
1940,2011-07-07,44.28,44.42,44.461999999999996,44.28,-0.45%,3.6287160000000003
1941,2011-07-06,44.48,44.402,44.505,44.335,0.11%,3.6287160000000003
1942,2011-07-05,44.43,44.431999999999995,44.545,44.35,0.00%,3.6287160000000003
1943,2011-07-04,44.43,44.55,44.55,44.34,-0.45%,3.6287160000000003
1944,2011-07-01,44.63,44.66,44.665,44.5,-0.16%,3.6287160000000003
1945,2011-06-30,44.7,44.79,44.79,44.55,-0.37%,3.558828
1946,2011-06-29,44.865,44.96,45.05,44.75,-0.39%,3.558828
1947,2011-06-28,45.04,44.96,45.075,44.85,0.01%,3.558828
1948,2011-06-27,45.035,44.91,45.15,44.82,0.09%,3.558828
1949,2011-06-24,44.995,44.845,45.025,44.785,0.09%,3.558828
1950,2011-06-23,44.955,44.81,45.01,44.66,0.13%,3.558828
1951,2011-06-22,44.895,44.76,44.915,44.64,0.11%,3.558828
1952,2011-06-21,44.845,44.91,44.975,44.78,-0.34%,3.558828
1953,2011-06-20,45.0,44.74,45.065,44.63,0.45%,3.558828
1954,2011-06-17,44.8,44.85,44.975,44.76,-0.23%,3.558828
1955,2011-06-16,44.905,44.67,44.97,44.62,0.30%,3.558828
1956,2011-06-15,44.77,44.66,44.84,44.55,0.05%,3.558828
1957,2011-06-14,44.746,44.788999999999994,44.864,44.619,-0.27%,3.558828
1958,2011-06-13,44.865,44.69,44.92,44.61,0.30%,3.558828
1959,2011-06-10,44.73,44.67,44.773,44.55,-0.01%,3.558828
1960,2011-06-09,44.735,44.655,44.77,44.545,0.07%,3.558828
1961,2011-06-08,44.705,44.635,44.755,44.525,0.07%,3.558828
1962,2011-06-07,44.675,44.685,44.83,44.575,-0.18%,3.558828
1963,2011-06-06,44.755,44.745,44.825,44.645,-0.17%,3.558828
1964,2011-06-03,44.83,44.77,44.93,44.7,0.01%,3.558828
1965,2011-06-02,44.825,44.805,44.985,44.805,-0.04%,3.558828
1966,2011-06-01,44.845,45.005,45.005,44.775,-0.48%,3.558828
1967,2011-05-31,45.06,45.045,45.093,44.925,-0.06%,3.5686459999999998
1968,2011-05-30,45.085,45.105,45.143,44.997,-0.21%,3.5686459999999998
1969,2011-05-27,45.18,45.23,45.27,45.14,-0.28%,3.5686459999999998
1970,2011-05-26,45.305,45.245,45.335,45.185,-0.04%,3.5686459999999998
1971,2011-05-25,45.325,45.155,45.433,45.095,0.24%,3.5686459999999998
1972,2011-05-24,45.215,45.165,45.265,45.105,-0.03%,3.5686459999999998
1973,2011-05-23,45.23,44.905,45.325,44.895,0.62%,3.5686459999999998
1974,2011-05-20,44.95,44.93,45.025,44.85,-0.06%,3.5686459999999998
1975,2011-05-19,44.975,45.025,45.045,44.895,-0.20%,3.5686459999999998
1976,2011-05-18,45.065,45.045,45.105,44.905,-0.12%,3.5686459999999998
1977,2011-05-17,45.12,45.08,45.14,44.99,-0.08%,3.5686459999999998
1978,2011-05-16,45.155,44.825,45.18,44.745,0.65%,3.5686459999999998
1979,2011-05-13,44.865,44.895,45.055,44.765,-0.27%,3.5686459999999998
1980,2011-05-12,44.988,44.575,45.005,44.535,0.87%,3.5686459999999998
1981,2011-05-11,44.6,44.71,44.727,44.6,-0.32%,3.5686459999999998
1982,2011-05-10,44.745,44.645,44.805,44.545,0.12%,3.5686459999999998
1983,2011-05-09,44.69,44.68,44.73,44.59,-0.09%,3.5686459999999998
1984,2011-05-06,44.73,44.73,44.91,44.62,-0.08%,3.5686459999999998
1985,2011-05-05,44.765,44.355,44.77,44.335,0.91%,3.5686459999999998
1986,2011-05-04,44.36,44.43,44.626999999999995,44.36,-0.27%,3.5686459999999998
1987,2011-05-03,44.48,44.27,44.535,44.22,0.45%,3.5686459999999998
1988,2011-05-02,44.28,44.22,44.38,44.15,0.06%,3.5686459999999998
1989,2011-04-29,44.255,44.317,44.485,44.195,-0.12%,3.163631
